PM25h,HUM,TEMP,CO,CO2,PM10p,NO,NO2,PM10h,PM25p
59,35.9,12.5,1,478,127,0.021,0.048,42,20
60,35.3,12.6,1,477,124,0.028,0.049,44,22
62,35.5,12.6,1,484,123,0.049,0.046,36,42
44,34.4,12.8,1,483,127,0.051,0.048,54,64
42,34.2,12.7,1,481,121,0.044,0.047,63,60
33,34.1,12.7,1,484,121,0.053,0.049,64,60
33,33.9,12.6,1,481,110,0.041,0.047,58,55
34,34.1,12.5,0.9,477,110,0.039,0.045,58,50
32,34.6,12.4,0.9,476,111,0.043,0.049,60,52
37,34.5,12.3,0.8,476,113,0.046,0.048,60,51
38,34.3,12.4,0.8,477,109,0.04,0.049,63,52
38,35.4,12.9,0.9,482,103,0.042,0.047,67,52
37,30.7,13.9,0.8,472,101,0.037,0.047,54,53
36,33.6,13.2,0.8,471,104,0.04,0.047,50,54
35,32.1,14.1,0.8,479,98,0.049,0.047,63,45
34,31.2,14.3,0.8,481,97,0.043,0.048,56,36
33,32,14.4,0.9,486,113,0.058,0.047,54,37
43,30.6,15.3,0.9,498,108,0.064,0.045,53,37
45,30.1,15.6,0.9,489,125,0.06,0.046,61,41
43,29.2,15.3,0.9,482,118,0.057,0.047,61,49
44,31,15.4,0.9,510,108,0.081,0.046,67,51
42,29.9,15,0.8,484,112,0.063,0.048,77,47
37,31.5,15.1,0.9,500,118,0.066,0.046,73,52
41,30.5,15.3,0.9,498,120,0.065,0.047,71,54
45,30.6,15.2,1,493,129,0.06,0.047,83,54
45,31.9,15.1,0.9,496,127,0.065,0.046,92,58
43,31.4,15.4,1,499,124,0.077,0.046,82,66
63,31,15.5,1,501,123,0.078,0.046,79,73
61,31,15.5,1.1,505,114,0.101,0.051,75,80
53,31.2,15.5,1.1,513,125,0.126,0.056,75,80
54,31.4,15.4,1.1,508,127,0.11,0.053,75,77
58,32.1,15.5,1.1,516,140,0.097,0.05,72,73
57,30.9,15.4,1.1,507,145,0.092,0.052,72,79
58,32.2,15.4,1.2,529,150,0.13,0.055,67,80
63,31.6,15.6,1.2,521,151,0.116,0.053,74,80
61,31.3,15.7,1.2,524,159,0.102,0.053,84,82
62,30.4,15.8,1.2,524,160,0.111,0.054,82,80
65,30.9,15.6,1.4,518,158,0.113,0.057,76,74
67,31.3,16,1.3,537,160,0.112,0.056,79,54
60,30.8,16,1.3,532,159,0.129,0.057,94,51
58,31.8,16,1.4,548,170,0.153,0.058,99,50
64,30.5,16.3,1.4,552,171,0.145,0.054,104,52
61,30.9,16,1.3,531,175,0.106,0.055,105,56
58,31.2,16.1,1.5,547,173,0.146,0.058,112,57
61,30.7,16.3,1.5,557,178,0.179,0.063,108,51
64,31.2,16.4,1.5,566,177,0.152,0.057,110,54
59,30.9,16.5,1.5,556,184,0.132,0.055,109,53
59,30.5,16.5,1.4,555,186,0.123,0.057,107,52
56,30.6,16.2,1.4,542,184,0.121,0.058,109,61
60,31.1,16.5,1.6,564,189,0.135,0.057,111,60
60,29.9,16.7,1.5,559,194,0.125,0.059,113,67
49,29,16.8,1.5,563,200,0.146,0.064,113,65
53,27.3,16.7,1.4,544,195,0.138,0.063,113,62
58,28.9,16.7,1.4,558,198,0.122,0.056,111,57
62,27.3,16.9,1.4,545,199,0.102,0.057,111,66
60,26.7,16.9,1.3,529,204,0.097,0.059,115,66
62,25.6,16.9,1.3,521,200,0.093,0.057,112,62
55,25.5,17,1.3,538,196,0.092,0.057,112,64
57,24.8,17.3,1.3,553,185,0.106,0.057,108,66
59,24,17.3,1.2,529,185,0.102,0.058,111,60
62,22.9,17.4,1.3,532,188,0.094,0.06,113,64
56,22.9,17.5,1.3,533,193,0.083,0.054,111,61
54,21,17.6,1.1,516,197,0.09,0.055,109,57
48,21.6,17.6,1.1,520,181,0.08,0.053,103,53
44,20.7,17.4,1,502,178,0.063,0.05,101,53
41,21.6,17.6,1.1,518,177,0.074,0.049,98,57
40,19.2,17.7,1,496,163,0.062,0.047,100,49
47,20.4,17.9,1.1,518,156,0.079,0.053,89,45
41,18.6,17.9,1.1,501,162,0.079,0.051,98,54
51,18.3,17.9,1,502,183,0.059,0.051,104,50
48,20,18,1.1,512,182,0.06,0.051,103,47
48,19.4,18.3,1.2,524,183,0.076,0.05,96,52
53,16.1,17.9,1.1,470,176,0.061,0.054,92,45
55,18.4,18,1.1,505,168,0.096,0.056,89,45
49,18.1,18.2,1.1,498,166,0.058,0.053,95,53
57,18.9,18.3,1.3,511,181,0.073,0.052,95,49
57,17.4,18.2,1.2,486,189,0.074,0.056,94,46
56,18.8,18.2,1.2,494,194,0.077,0.056,93,44
56,17.2,18.2,1,482,189,0.059,0.056,90,45
49,18,18.1,1,472,184,0.037,0.054,84,47
50,19.6,18.4,1.1,519,177,0.038,0.033,81,40
52,17.9,18.5,1.1,487,160,0.033,0.035,79,50
54,18,18.4,1.1,488,165,0.07,0.059,74,54
54,20.1,18.6,1.2,528,161,0.068,0.059,77,51
47,18.3,18.6,1,487,158,0.048,0.058,83,47
45,20.3,18.7,1.2,539,157,0.063,0.058,81,58
50,19.5,18.8,1.2,499,154,0.054,0.056,77,58
41,19.9,18.9,1.2,503,148,0.071,0.059,63,65
38,19.4,19,1.2,501,136,0.057,0.061,62,71
36,19.7,18.9,1.1,487,121,0.044,0.06,68,66
33,20.1,19,1.3,515,139,0.061,0.059,64,61
35,19.9,19.1,1.2,504,152,0.052,0.058,72,60
40,19.2,19.1,1.2,500,163,0.046,0.06,70,70
34,19.5,19.1,1.2,512,164,0.043,0.059,67,66
35,18.5,19.1,1,484,161,0.026,0.055,72,62
36,21,19.3,1.2,538,164,0.054,0.056,71,67
35,20.4,19.4,1.2,526,173,0.048,0.057,68,67
34,19.6,19.5,1.2,515,176,0.038,0.056,73,54
42,17.1,19.4,1.1,482,184,0.025,0.057,77,55
51,18.6,19.4,1.1,486,186,0.026,0.053,87,58
51,18.5,19.6,1.2,522,190,0.029,0.054,93,52
54,17.8,19.5,1.1,474,200,0.02,0.054,92,58
55,18.5,19.4,1.1,491,196,0.021,0.052,94,60
58,18.1,19.5,1,505,184,0.015,0.052,89,64
54,18.3,19.5,1,486,171,0.012,0.053,88,60
53,19.5,19.6,1.1,523,173,0.021,0.05,89,57
48,18.3,19.6,1,484,174,0.012,0.049,92,59
50,18.9,19.7,1.1,490,179,0.015,0.054,90,50
53,18.4,19.7,1.1,480,179,0.014,0.056,92,49
55,20.2,19.7,1.1,509,181,0.027,0.056,89,56
50,19.8,19.8,1.2,506,180,0.025,0.058,80,72
47,18.6,19.8,1.1,493,193,0.018,0.054,91,74
49,19.4,19.9,1.1,491,194,0.013,0.049,96,76
49,19.4,20.1,1.2,519,185,0.027,0.055,91,73
51,17.8,19.9,1.1,471,178,0.035,0.061,91,74
46,19.9,20,1.2,510,169,0.022,0.054,92,74
49,18.1,20,1.1,506,171,0.025,0.058,91,70
45,17,19.8,1,449,164,0.007,0.048,91,72
53,18.6,20,1.1,495,167,0.021,0.058,90,66
49,19.3,20.2,1.1,547,155,0.025,0.057,88,72
42,18.2,20.1,1.1,493,152,0.016,0.056,81,75
45,18.4,20.2,1.1,516,151,0.052,0.062,84,72
38,17.8,20.2,1.1,489,162,0.035,0.064,87,78
36,19.1,20.2,1.2,498,164,0.053,0.063,74,74
42,19.3,20.4,1.2,552,166,0.024,0.054,61,78
38,17.5,20,1.1,463,166,0.01,0.052,61,83
36,19.5,20.1,1.2,496,165,0.02,0.055,59,80
36,19.6,20.2,1.1,534,170,0.025,0.056,65,78
35,18.7,20.1,1.1,499,166,0.023,0.058,65,80
41,21,20.3,1.1,540,167,0.019,0.054,62,78
36,20.9,20.5,1.3,569,166,0.023,0.052,58,84
34,19.7,20.4,1.3,516,169,0.024,0.056,68,82
39,19.5,20.3,1.2,514,173,0.038,0.059,68,83
36,18.9,20.3,1.3,505,170,0.029,0.056,65,81
41,19,20,1.1,479,128,0.018,0.056,67,60
45,20.2,20.1,1.3,507,108,0.031,0.058,72,61
37,19.2,20,1.3,492,109,0.025,0.057,70,52
46,18.7,20,1.2,487,120,0.025,0.058,66,51
45,20.3,19.9,1.2,487,126,0.016,0.05,71,53
40,20.4,20.3,1.5,560,131,0.049,0.057,69,55
39,19.1,20.2,1.3,508,132,0.038,0.056,65,58
34,18.1,20.1,1.3,502,133,0.031,0.056,67,52
35,19.7,20,1.3,525,134,0.033,0.055,73,52
35,17.6,20.1,1.2,491,135,0.029,0.056,66,54
35,18.4,20.2,1.2,532,132,0.024,0.05,61,53
39,17.5,20,1.2,490,131,0.024,0.052,61,52
42,17.5,19.8,1.2,485,141,0.023,0.053,59,39
45,17.7,19.9,1.2,519,147,0.037,0.056,56,25
42,17.7,20,1.1,529,139,0.031,0.052,60,40
36,17.6,20,1.2,501,125,0.023,0.051,68,38
38,16.1,19.7,1.1,470,120,0.016,0.047,66,41
43,16.5,19.6,1.2,497,112,0.021,0.049,64,36
44,17.1,19.6,1.2,492,112,0.02,0.05,65,29
48,14.2,19.5,1.1,483,110,0.025,0.049,61,37
50,15.1,19.5,1.2,483,106,0.028,0.051,63,33
51,14.1,19.5,1.2,475,99,0.019,0.049,61,33
51,14.3,19.3,1.1,461,103,0.021,0.051,62,31
52,15.1,19.3,1.1,485,111,0.02,0.048,63,36
49,15,19.1,1.3,465,125,0.033,0.049,57,55
43,14.9,19.2,1.3,496,133,0.054,0.052,59,66
46,15,19.4,1.2,503,138,0.039,0.052,60,56
45,14.4,19.6,1.2,509,139,0.042,0.053,47,55
44,14.2,19.3,1.1,474,138,0.022,0.042,50,54
47,16.2,19.5,1.1,525,137,0.024,0.033,53,50
50,16.5,19.6,1.1,526,139,0.022,0.033,55,52
51,16.6,19.5,1.2,515,145,0.036,0.053,49,47
52,16.9,19.5,1.3,510,147,0.049,0.041,44,52
47,17.5,19.5,1.3,524,149,0.001,0.002,50,56
46,18.6,19.3,1.2,503,143,0.002,0.001,46,57
49,18.5,19.5,1.2,539,145,0.002,0.002,53,57
49,18.3,19.3,1.3,504,159,0.024,0.034,63,56
47,19.2,19.3,1.2,510,156,0.043,0.054,62,57
57,18.9,19.5,1.2,549,158,0.047,0.055,61,60
56,18.7,19.3,1.3,502,159,0.072,0.06,66,61
56,19.2,19.3,1.2,515,164,0.017,0.018,62,60
52,17.9,19,1.3,482,171,0.032,0.03,62,62
48,19.5,18.7,1.3,482,170,0.051,0.057,61,61
50,20,19.1,1.2,525,168,0.063,0.053,65,70
46,18.4,19,1.3,493,167,0.064,0.057,73,74
47,19.1,19.2,1.4,520,178,0.091,0.058,72,69
54,17.5,19.1,1.3,495,177,0.069,0.056,79,73
46,18.8,19.1,1.3,502,178,0.063,0.056,69,74
43,18,19,1.4,497,165,0.054,0.056,64,65
45,18.5,19.2,1.5,511,168,0.065,0.053,74,70
39,18,19,1.3,493,173,0.04,0.04,88,65
37,18.6,19,1.3,510,177,0.001,0.002,91,67
33,19.1,19,1.3,491,174,0.045,0.041,96,70
40,18.7,19.1,1.3,512,174,0.057,0.052,100,71
45,18.7,18.9,1.5,500,175,0.065,0.06,102,75
42,19.6,19,1.4,532,176,0.099,0.058,106,65
43,19.1,18.9,1.4,508,171,0.095,0.061,94,60
46,19.9,19,1.5,530,170,0.096,0.058,94,60
38,18.2,18.6,1.6,487,165,0.111,0.064,91,62
41,19.9,18.6,1.5,506,158,0.128,0.062,103,56
40,19.3,18.9,1.5,528,156,0.127,0.062,99,64
39,20,18.9,1.5,517,157,0.15,0.064,90,60
36,19.8,19,1.6,535,155,0.112,0.038,74,67
38,18.5,18.8,1.5,494,152,0.097,0.061,78,64
39,19.7,18.9,1.5,520,148,0.097,0.058,74,56
32,19.6,18.9,1.5,518,143,0.107,0.057,73,61
26,19.6,18.8,1.6,520,139,0.111,0.058,73,62
24,18.8,18.8,1.7,517,139,0.11,0.055,70,63
27,19.7,18.6,1.8,511,147,0.127,0.058,78,61
28,18.2,18.5,1.6,508,143,0.115,0.062,77,66
27,19.1,18.6,1.8,528,150,0.157,0.058,81,64
29,18.5,18.8,1.7,532,148,0.166,0.066,68,59
30,18.6,18.8,1.6,527,151,0.123,0.059,74,66
33,18.8,18.7,1.6,522,142,0.176,0.066,82,62
39,19.2,18.8,1.7,520,139,0.171,0.064,88,61
36,20,18.8,1.7,524,139,0.18,0.06,94,66
39,20.3,18.9,1.7,568,158,0.186,0.065,97,72
42,20,18.9,1.8,548,163,0.166,0.062,96,71
44,20.4,18.9,2,565,167,0.21,0.068,92,63
46,20.6,18.9,1.9,541,157,0.189,0.066,90,69
42,20.5,18.9,1.8,540,154,0.177,0.065,94,68
42,21,18.8,1.9,545,156,0.187,0.051,93,61
46,20.7,18.5,1.7,513,159,0.15,0.062,89,65
37,21.3,18.4,1.7,531,153,0.14,0.058,99,72
40,21.6,18.2,1.8,511,150,0.126,0.059,97,58
55,21.8,18.3,1.9,527,160,0.127,0.055,93,53
54,22.1,18,1.8,513,171,0.112,0.057,90,57
64,21.6,18.3,1.8,525,170,0.121,0.056,84,53
63,22.1,18.3,1.7,524,149,0.12,0.056,81,45
57,21.7,17.9,1.7,504,149,0.088,0.055,81,46
56,23.7,17.7,1.7,527,151,0.09,0.054,82,50
59,23,17.8,1.9,518,163,0.119,0.054,88,53
59,23.9,17.2,1.8,499,169,0.122,0.059,79,54
59,24.4,17.5,1.9,536,165,0.122,0.054,78,61
61,23.2,17.5,2,517,161,0.132,0.057,82,60
65,24.2,16.9,1.9,503,178,0.129,0.059,84,57
63,25.4,17.3,1.9,547,177,0.141,0.053,80,53
61,24,16.7,2,513,162,0.15,0.059,67,47
57,24.9,16.8,2,513,147,0.158,0.06,65,36
48,25.6,16.6,1.9,509,140,0.143,0.061,62,44
49,25.9,16.5,1.9,507,140,0.13,0.06,60,43
46,26.1,16.4,1.9,508,138,0.132,0.058,58,40
54,26.3,16.4,1.9,508,123,0.127,0.057,57,39
48,26.7,16.2,1.9,508,118,0.125,0.057,53,33
46,27.1,16.2,2,514,103,0.135,0.058,50,27
41,27.6,16.1,2.1,521,101,0.155,0.058,49,19
43,28,16,2,524,92,0.162,0.058,45,17
42,28,16.1,2,523,76,0.16,0.061,38,18
45,28,16,1.9,520,80,0.153,0.059,40,19
35,28,15.9,2,520,83,0.158,0.058,51,29
38,27.5,16,1.9,514,86,0.15,0.058,48,36
36,27.6,15.9,1.8,510,88,0.129,0.057,49,27
35,27.8,16,1.9,514,86,0.134,0.058,50,25
38,28.1,15.9,2,517,84,0.13,0.056,47,26
38,27.8,16,1.9,515,90,0.115,0.055,41,30
34,27.7,16.1,2,517,80,0.118,0.055,39,16
37,27.6,16.1,1.8,511,78,0.105,0.054,43,24
43,28,16.1,1.9,514,79,0.112,0.054,44,29
35,28.3,16,1.8,509,87,0.088,0.054,42,17
39,28.6,16.1,1.8,512,77,0.087,0.052,42,24
32,28.8,16,1.7,514,69,0.091,0.053,47,42
36,29.1,16,1.7,513,66,0.088,0.051,46,48
32,28.9,16.1,1.7,513,64,0.091,0.051,46,47
35,28.6,16.1,1.6,503,58,0.074,0.051,46,43
34,28.3,16.1,1.5,498,59,0.07,0.048,54,53
31,27.9,16.1,1.4,486,63,0.054,0.047,49,48
30,28,16.1,1.4,489,68,0.052,0.043,54,44
35,27.8,16.1,1.5,486,79,0.016,0.014,52,56
32,28.1,16.1,1.4,484,89,0.055,0.046,48,51
27,27.9,16.1,1.4,486,89,0.059,0.047,53,49
30,28,16.1,1.4,484,88,0.055,0.045,50,55
26,28.2,16,1.4,483,96,0.05,0.046,44,49
31,28.5,16,1.3,483,91,0.052,0.046,40,30
31,28.5,16,1.3,484,80,0.052,0.046,34,25
29,28.6,16.1,1.3,487,74,0.061,0.046,32,24
30,28.1,16.4,1.4,490,69,0.062,0.043,29,29
32,28,16.6,1.5,496,69,0.078,0.045,29,19
37,26.7,16.8,1.3,483,59,0.06,0.044,26,28
31,26.8,16.3,1.3,478,54,0.037,0.035,21,24
27,27.6,15.9,1.2,477,40,0.039,0.045,24,25
32,29,15.9,1.3,493,29,0.065,0.045,33,21
33,29.1,16.2,1.5,503,27,0.083,0.044,24,20
42,27,16.3,1.2,471,22,0.04,0.042,32,21
36,27.4,16.3,1.1,470,26,0.03,0.042,36,13
30,27.2,16.5,1.2,474,35,0.042,0.042,34,23
25,27.1,16.7,1.2,478,55,0.054,0.042,36,30
32,27.2,16.9,1.2,481,58,0.062,0.043,41,22
33,26.7,17,1.2,477,68,0.049,0.041,47,19
30,26.2,17.2,1.1,472,73,0.02,0.021,38,28
24,27.6,17.3,1.3,482,73,0.046,0.032,43,24
33,28.2,17.8,1.4,498,72,0.077,0.037,41,20
37,27.6,18,1.4,491,77,0.002,0.002,45,16
31,27.5,18.2,1.3,490,77,0.002,0.002,41,19
25,27.2,18.4,1.3,484,87,0.02,0.018,39,25
17,26.7,18.6,1.2,481,87,0.056,0.037,29,23
23,26.1,18.7,1.2,480,77,0.055,0.037,32,35
26,24.8,18.7,1.2,479,74,0.066,0.042,30,29
27,24,18.5,1.1,476,73,0.068,0.046,29,31
21,24.7,18.3,1.2,477,68,0.066,0.045,28,34
25,26.4,17.9,1.3,484,65,0.081,0.044,28,28
24,28,17.8,1.3,486,57,0.081,0.041,34,25
27,28,18,1.3,486,54,0.082,0.041,35,26
21,27.3,17.9,1.3,487,50,0.088,0.043,36,32
19,26.4,17.5,1.3,484,55,0.1,0.048,30,35
20,26.5,16.8,1.2,481,51,0.095,0.049,34,35
28,29.8,16.9,1.2,494,45,0.106,0.046,44,30
27,26.9,16.9,1.2,489,47,0.111,0.051,48,38
27,30,16.5,1.2,492,60,0.114,0.051,50,29
36,28.9,16.8,1.2,498,58,0.079,0.031,60,21
48,29.7,17,1.2,502,57,0.05,0.031,66,13
47,28,17.3,1.2,501,71,0.113,0.047,64,8
40,30,17.2,1.2,501,88,0.135,0.049,63,23
45,30.2,16.7,1.1,496,102,0.115,0.047,67,27
44,30.1,17.2,1.2,511,112,0.137,0.045,73,23
46,29.9,17.3,1.2,509,120,0.168,0.054,76,25
53,29.4,17.4,1.2,507,130,0.161,0.054,90,25
55,29.6,17.2,1.2,507,145,0.173,0.051,89,31
50,30.1,17.1,1.3,505,147,0.174,0.055,86,30
52,28.9,17.4,1.3,506,145,0.151,0.052,88,23
56,28.1,17.4,1.1,496,154,0.128,0.048,92,30
49,27.7,17.3,1.1,492,174,0.13,0.049,90,23
44,27.7,17.3,1.1,490,173,0.138,0.049,101,19
46,27.8,17.4,1.1,496,168,0.16,0.049,98,23
55,27.7,17.5,1.3,500,161,0.19,0.052,103,20
52,28.1,17.5,1.2,498,161,0.174,0.053,97,26
52,27.6,17.7,1.2,498,172,0.136,0.049,95,26
53,27.2,17.6,1.2,493,178,0.141,0.051,103,28
54,28.2,17.4,1.1,489,174,0.105,0.048,96,29
54,27.2,17.5,1.1,492,177,0.085,0.025,96,22
54,27.7,17.4,1.1,494,178,0.14,0.055,92,29
59,28.4,17.5,1.2,502,193,0.15,0.052,98,32
56,28.4,17.7,1.3,510,180,0.146,0.051,94,31
59,27.7,17.8,1.3,506,166,0.016,0.006,94,54
60,28.3,17.7,1.2,498,159,0.041,0.01,89,69
64,27.8,17.8,1.3,505,167,0.112,0.049,92,70
61,28.1,17.8,1.3,497,164,0.121,0.051,89,69
56,27.5,17.9,1.2,508,160,0.123,0.048,99,59
60,28,17.9,1.3,498,166,0.125,0.052,98,66
60,28.1,18,1.2,510,165,0.114,0.048,92,65
58,27.6,18.1,1.2,515,171,0.126,0.051,94,68
66,27.2,18.1,1.2,502,163,0.114,0.051,93,70
64,27.4,18.2,1.3,513,164,0.129,0.054,95,66
58,26.8,18.3,1.3,501,150,0.12,0.052,96,63
60,27.4,18.3,1.2,504,166,0.086,0.052,97,70
59,27.3,18.5,1.2,506,170,0.092,0.051,90,63
60,26.7,18.5,1.1,504,176,0.099,0.049,76,55
59,26.3,18.4,1.3,493,181,0.097,0.055,79,67
53,26.5,18.6,1.2,502,188,0.103,0.053,75,60
57,25.7,18.7,1.1,498,185,0.081,0.05,70,70
61,26.5,18.8,1.2,504,177,0.063,0.048,74,61
55,25.5,18.9,1.1,506,171,0.077,0.049,74,63
53,25.3,18.9,1.1,494,163,0.066,0.051,65,63
52,25,19,1.1,496,169,0.09,0.053,68,60
53,25.7,19,1.2,502,172,0.072,0.053,76,68
55,25.1,19.3,1.2,506,177,0.094,0.056,74,68
51,25,19.3,1.2,500,165,0.075,0.054,71,61
54,24.2,19.4,1.2,503,164,0.068,0.051,81,75
54,24.3,19.4,1.2,494,172,0.08,0.055,92,79
55,24,19.6,1.2,499,165,0.09,0.06,87,75
62,23.8,19.7,1.2,492,161,0.075,0.058,91,79
62,23.8,19.8,1.2,497,168,0.074,0.057,83,71
60,23.4,19.9,1.2,504,168,0.071,0.057,83,76
58,23.2,20.1,1.4,517,173,0.075,0.057,82,71
58,23.3,20.2,1.2,512,175,0.075,0.057,94,70
59,23.1,20.2,1.2,497,177,0.06,0.057,85,78
61,23.4,20.2,1.2,500,170,0.06,0.055,85,68
59,22.9,20.3,1.2,489,172,0.063,0.056,84,73
53,23,20.4,1.1,493,175,0.071,0.057,82,77
57,23.5,20.4,1.2,503,182,0.061,0.056,74,62
60,23.6,20.5,1.2,501,183,0.044,0.055,73,55
63,23.5,20.7,1.3,513,186,0.058,0.057,77,51
58,23.5,20.7,1.2,505,188,0.068,0.057,71,56
60,23.1,20.7,1.2,497,181,0.063,0.058,86,55
51,23.1,20.9,1.3,499,187,0.061,0.059,83,53
57,23.1,20.9,1.2,503,188,0.078,0.06,82,55
64,22.7,21.1,1.3,501,182,0.091,0.059,79,57
59,21.5,21.3,1.1,494,180,0.064,0.057,85,57
60,21.5,21.6,1.1,500,184,0.029,0.055,84,57
62,21.2,21.6,1.1,488,180,0.035,0.054,80,55
70,21.3,21.6,1.2,492,181,0.04,0.057,83,48
59,21.1,21.6,1.2,488,173,0.044,0.059,94,56
40,21.8,21.6,1.2,488,168,0.041,0.062,88,62
34,22.1,21.6,1.3,505,166,0.051,0.06,94,57
39,21.4,21.8,1.3,479,166,0.043,0.059,93,59
38,21.3,21.9,1.2,470,171,0.024,0.057,86,60
38,21.4,21.8,1.2,470,161,0.021,0.05,82,58
38,21.7,21.9,1.2,503,157,0.028,0.057,88,62
33,22.1,21.9,1.2,502,159,0.037,0.057,84,62
31,21.3,22,1.2,488,160,0.036,0.059,88,57
28,21.6,22,1.2,484,156,0.028,0.059,81,57
31,22,22,1.2,525,158,0.037,0.06,85,57
34,21.7,22,1.2,487,159,0.02,0.059,85,61
36,21.5,22.2,1.2,501,157,0.022,0.059,79,80
45,21.2,22.2,1.3,481,155,0.044,0.061,83,86
40,21.7,22.3,1.3,497,161,0.047,0.062,73,89
37,21.3,22.5,1.2,462,156,0.019,0.062,79,81
39,22.4,22.4,1.2,506,151,0.022,0.059,76,86
47,22.1,22.4,1.2,484,153,0.017,0.06,82,90
45,22.1,22.6,1.4,484,151,0.011,0.058,80,88
43,22.5,22.5,1.4,484,157,0.011,0.055,80,87
52,22.6,22.2,1.2,487,154,0.011,0.059,79,88
50,21.8,22.3,1.2,475,160,0.008,0.059,83,94
44,21.9,22.3,1.2,479,156,0.007,0.048,80,97
44,21.1,22.4,1.4,464,146,0.007,0.06,85,98
48,20.9,22.6,1.7,469,147,0.006,0.06,84,73
52,21.6,22.6,1.3,481,154,0.009,0.046,82,61
51,21.4,22.5,1.2,465,146,0.003,0.039,88,64
53,21.6,22.4,1.2,482,148,0.003,0.053,83,66
56,21,22.3,1.1,466,144,0.002,0.046,82,67
54,20.6,22.4,1.1,471,137,0.002,0.053,78,67
58,20.1,22.5,1,457,136,0.002,0.041,78,68
58,20.3,22.4,1.1,471,138,0.001,0.016,74,66
45,20,22.4,1.1,466,140,0.006,0.042,78,66
49,19.8,22.4,1.1,467,124,0.005,0.049,74,63
52,20.4,22.5,1.2,509,136,0.013,0.059,76,57
53,19.6,22.3,1.1,481,150,0.003,0.041,70,53
53,20.2,22.3,1.3,487,158,0.006,0.051,72,65
47,18.9,22.4,1.2,477,158,0.005,0.05,85,71
48,19.3,22.4,1.2,470,152,0.011,0.058,70,72
48,19.9,22.5,1.3,481,137,0.014,0.057,72,73
45,19.7,22.5,1.4,474,141,0.011,0.059,80,70
45,20.3,22.5,1.3,470,145,0.005,0.055,80,65
43,20.1,22.4,1.1,484,139,0.007,0.052,78,60
38,18.8,22.6,1.1,444,141,0.001,0.045,78,65
46,20.1,22.6,1.1,477,141,0.007,0.044,73,66
44,20.9,22.4,1.2,488,151,0.005,0.051,73,67
43,20.9,22.4,1.2,479,140,0.007,0.054,71,72
42,20.6,22.5,1.2,474,133,0.018,0.06,77,65
38,20.2,22.6,1.2,478,129,0.016,0.059,70,52
34,20.6,22.7,1.1,467,120,0.006,0.047,59,46
42,20.4,22.6,1.1,481,116,0.01,0.06,76,48
33,21.2,22.7,1.1,505,126,0.02,0.063,76,44
31,21.2,22.6,1.1,494,123,0.014,0.061,73,46
32,21.4,22.6,1.2,476,131,0.008,0.055,69,45
31,22,22.5,1.2,504,128,0.028,0.064,75,52
37,22,22.5,1.3,506,123,0.024,0.046,80,48
38,21.8,22.6,1.3,506,121,0.036,0.065,76,49
36,21.9,22.7,1.3,500,128,0.024,0.058,77,49
40,22,22.6,1.3,508,130,0.022,0.061,83,49
30,22.4,22.8,1.3,518,129,0.027,0.064,77,56
38,21.7,22.6,1.2,497,127,0.019,0.063,87,68
51,22,22.6,1.2,509,129,0.019,0.061,94,73
49,21.5,22.7,1.4,483,135,0.028,0.068,89,69
58,22,22.7,1.4,521,147,0.056,0.072,91,71
58,21.5,22.6,1.3,513,153,0.028,0.046,94,71
54,21.8,22.6,1.3,492,144,0.001,0.002,96,76
53,20.9,22.5,1.3,513,159,0.002,0.001,92,75
54,20.4,22.5,1.4,508,161,0.002,0.001,93,71
54,19.7,22.5,1.3,482,159,0.002,0.002,96,73
51,20.3,22.4,1.3,499,154,0.001,0.001,91,70
52,20,22.4,1.2,516,161,0.001,0.001,87,76
61,20.4,22.3,1.4,496,161,0.002,0.002,93,74
58,20.3,22.2,1.2,500,158,0.018,0.052,91,70
54,20.9,22.3,1.3,508,163,0.036,0.064,95,65
56,21.1,22.3,1.4,517,171,0.046,0.066,95,63
52,21.1,22.2,1.4,518,165,0.055,0.066,96,64
56,21.4,22.2,1.4,525,162,0.064,0.067,93,64
59,21,22.1,1.3,501,154,0.04,0.067,92,69
57,22.5,22,1.3,524,155,0.048,0.063,92,65
52,22.1,21.9,1.4,530,155,0.033,0.061,95,65
55,21.4,21.9,1.3,490,161,0.016,0.059,94,65
61,21.8,21.9,1.2,484,162,0.022,0.064,101,69
60,23.7,21.8,1.2,499,156,0.024,0.062,100,62
59,24.6,21.7,1.1,499,158,0.025,0.063,93,65
60,25.5,21.6,1.2,501,162,0.018,0.06,96,49
56,26.5,21.4,1.2,491,160,0.009,0.046,95,53
52,27,21.3,1.1,484,164,0.001,0.002,100,56
60,27.1,21.3,1,504,166,0.014,0.045,95,60
58,27,21.2,1.2,500,169,0.022,0.063,101,59
58,26,21.3,1.2,520,177,0.042,0.061,104,56
61,25.1,21.2,1.3,494,174,0.03,0.061,99,58
67,24.4,21.2,1.3,501,171,0.04,0.063,98,61
61,22.5,21.1,1.3,499,167,0.046,0.063,101,56
61,23,21.2,1.3,509,168,0.04,0.061,99,53
61,19.9,21.2,1.3,519,169,0.035,0.058,101,52
62,19.2,21.1,1.3,486,175,0.021,0.054,106,61
52,19,21,1.3,479,180,0.02,0.055,99,77
55,19.4,21,1.2,483,178,0.002,0.01,89,81
57,19.5,21,1.2,494,171,0.042,0.053,79,74
55,19.9,21,1.3,498,161,0.062,0.062,77,72
57,19.2,21,1.3,498,156,0.05,0.06,74,72
